"","chromosome","position","type"
"chrUn_gl000219_471687","chrUn_gl000219",471687,"intron"
"chrUn_gl000219_141711","chrUn_gl000219",141711,"exon"
"chrUn_gl000219_13964","chrUn_gl000219",13964,"intron"
"chrUn_gl000219_445839","chrUn_gl000219",445839,"exon"
"chrUn_gl000219_540828","chrUn_gl000219",540828,"noncoding"
"chrUn_gl000219_762017","chrUn_gl000219",762017,"intron"
"chrUn_gl000219_657339","chrUn_gl000219",657339,"noncoding"
"chrUn_gl000219_463024","chrUn_gl000219",463024,"exon"
"chrUn_gl000219_560854","chrUn_gl000219",560854,"noncoding"
"chrUn_gl000219_91640","chrUn_gl000219",91640,"noncoding"
"chrUn_gl000219_330532","chrUn_gl000219",330532,"intron"
"chrUn_gl000219_462730","chrUn_gl000219",462730,"noncoding"
"chrUn_gl000219_367175","chrUn_gl000219",367175,"intron"
"chrUn_gl000219_383959","chrUn_gl000219",383959,"noncoding"
"chrUn_gl000219_971450","chrUn_gl000219",971450,"intron"
"chrUn_gl000219_197390","chrUn_gl000219",197390,"noncoding"
"chrUn_gl000219_15279","chrUn_gl000219",15279,"exon"
"chrUn_gl000219_267031","chrUn_gl000219",267031,"intron"
"chrUn_gl000219_467178","chrUn_gl000219",467178,"intron"
"chrUn_gl000219_738642","chrUn_gl000219",738642,"exon"
"chrUn_gl000219_562708","chrUn_gl000219",562708,"noncoding"
"chrUn_gl000219_107029","chrUn_gl000219",107029,"intron"
"chrUn_gl000219_614870","chrUn_gl000219",614870,"intron"
"chrUn_gl000219_57014","chrUn_gl000219",57014,"exon"
"chrUn_gl000219_604174","chrUn_gl000219",604174,"intron"
"chrUn_gl000219_561868","chrUn_gl000219",561868,"noncoding"
"chrUn_gl000219_713532","chrUn_gl000219",713532,"exon"
"chrUn_gl000219_87661","chrUn_gl000219",87661,"exon"
"chrUn_gl000219_350639","chrUn_gl000219",350639,"noncoding"
"chrUn_gl000219_458273","chrUn_gl000219",458273,"noncoding"
"chrUn_gl000219_423926","chrUn_gl000219",423926,"intron"
"chrUn_gl000219_755624","chrUn_gl000219",755624,"noncoding"
"chrUn_gl000219_252494","chrUn_gl000219",252494,"noncoding"
"chrUn_gl000219_322780","chrUn_gl000219",322780,"exon"
"chrUn_gl000219_392603","chrUn_gl000219",392603,"intron"
"chrUn_gl000219_370707","chrUn_gl000219",370707,"noncoding"
"chrUn_gl000219_621295","chrUn_gl000219",621295,"noncoding"
"chrUn_gl000219_437433","chrUn_gl000219",437433,"noncoding"
"chrUn_gl000219_282003","chrUn_gl000219",282003,"exon"
"chrUn_gl000219_144113","chrUn_gl000219",144113,"exon"
"chrUn_gl000219_706547","chrUn_gl000219",706547,"exon"
"chrUn_gl000219_807866","chrUn_gl000219",807866,"noncoding"
"chrUn_gl000219_888308","chrUn_gl000219",888308,"exon"
"chrUn_gl000219_89510","chrUn_gl000219",89510,"exon"
"chrUn_gl000219_131451","chrUn_gl000219",131451,"noncoding"
"chrUn_gl000219_526160","chrUn_gl000219",526160,"noncoding"
"chrUn_gl000219_381852","chrUn_gl000219",381852,"noncoding"
"chrUn_gl000219_37135","chrUn_gl000219",37135,"intron"
"chrUn_gl000219_857676","chrUn_gl000219",857676,"noncoding"
"chrUn_gl000219_577127","chrUn_gl000219",577127,"exon"
"chrUn_gl000219_334736","chrUn_gl000219",334736,"noncoding"
"chrUn_gl000219_269807","chrUn_gl000219",269807,"exon"
"chrUn_gl000219_950637","chrUn_gl000219",950637,"exon"
"chrUn_gl000219_436536","chrUn_gl000219",436536,"noncoding"
"chrUn_gl000219_466750","chrUn_gl000219",466750,"exon"
"chrUn_gl000219_650366","chrUn_gl000219",650366,"intron"
"chrUn_gl000219_982436","chrUn_gl000219",982436,"exon"
"chrUn_gl000219_188341","chrUn_gl000219",188341,"exon"
"chrUn_gl000219_961236","chrUn_gl000219",961236,"intron"
"chrUn_gl000219_981757","chrUn_gl000219",981757,"exon"
"chrUn_gl000219_83504","chrUn_gl000219",83504,"exon"
"chrUn_gl000219_142906","chrUn_gl000219",142906,"exon"
"chrUn_gl000219_372666","chrUn_gl000219",372666,"exon"
"chrUn_gl000219_265916","chrUn_gl000219",265916,"noncoding"
"chrUn_gl000219_700149","chrUn_gl000219",700149,"intron"
"chrUn_gl000219_371572","chrUn_gl000219",371572,"exon"
"chrUn_gl000219_225155","chrUn_gl000219",225155,"intron"
"chrUn_gl000219_928396","chrUn_gl000219",928396,"intron"
"chrUn_gl000219_146891","chrUn_gl000219",146891,"noncoding"
"chrUn_gl000219_167576","chrUn_gl000219",167576,"noncoding"
"chrUn_gl000219_642489","chrUn_gl000219",642489,"intron"
"chrUn_gl000219_903681","chrUn_gl000219",903681,"intron"
"chrUn_gl000220_121493","chrUn_gl000220",121493,"noncoding"
"chrUn_gl000220_992728","chrUn_gl000220",992728,"noncoding"
"chrUn_gl000220_382877","chrUn_gl000220",382877,"intron"
"chrUn_gl000220_807130","chrUn_gl000220",807130,"noncoding"
"chrUn_gl000220_585845","chrUn_gl000220",585845,"noncoding"
"chrUn_gl000220_389240","chrUn_gl000220",389240,"noncoding"
"chrUn_gl000220_310914","chrUn_gl000220",310914,"noncoding"
"chrUn_gl000220_857621","chrUn_gl000220",857621,"noncoding"
"chrUn_gl000220_458070","chrUn_gl000220",458070,"exon"
"chrUn_gl000220_129186","chrUn_gl000220",129186,"exon"
"chrUn_gl000220_52993","chrUn_gl000220",52993,"noncoding"
"chrUn_gl000220_509306","chrUn_gl000220",509306,"noncoding"
"chrUn_gl000220_41900","chrUn_gl000220",41900,"exon"
"chrUn_gl000220_337645","chrUn_gl000220",337645,"noncoding"
"chrUn_gl000220_217517","chrUn_gl000220",217517,"intron"
"chrUn_gl000220_99083","chrUn_gl000220",99083,"exon"
"chrUn_gl000220_691929","chrUn_gl000220",691929,"intron"
"chrUn_gl000220_427046","chrUn_gl000220",427046,"noncoding"
"chrUn_gl000220_510162","chrUn_gl000220",510162,"exon"
"chrUn_gl000220_486355","chrUn_gl000220",486355,"intron"
"chrUn_gl000220_269613","chrUn_gl000220",269613,"noncoding"
"chrUn_gl000220_546759","chrUn_gl000220",546759,"intron"
"chrUn_gl000220_241918","chrUn_gl000220",241918,"exon"
"chrUn_gl000220_38314","chrUn_gl000220",38314,"exon"
"chrUn_gl000220_182203","chrUn_gl000220",182203,"noncoding"
"chrUn_gl000220_874511","chrUn_gl000220",874511,"noncoding"
"chrUn_gl000220_269034","chrUn_gl000220",269034,"noncoding"
"chrUn_gl000220_273874","chrUn_gl000220",273874,"intron"
"chrUn_gl000220_915980","chrUn_gl000220",915980,"intron"
"chrUn_gl000220_183406","chrUn_gl000220",183406,"intron"
"chrUn_gl000220_858924","chrUn_gl000220",858924,"intron"
"chrUn_gl000220_142607","chrUn_gl000220",142607,"intron"
"chrUn_gl000220_70085","chrUn_gl000220",70085,"intron"
"chrUn_gl000220_476500","chrUn_gl000220",476500,"noncoding"
"chrUn_gl000220_558239","chrUn_gl000220",558239,"noncoding"
"chrUn_gl000220_425359","chrUn_gl000220",425359,"exon"
"chrUn_gl000220_983395","chrUn_gl000220",983395,"intron"
"chrUn_gl000220_257423","chrUn_gl000220",257423,"intron"
"chrUn_gl000220_95721","chrUn_gl000220",95721,"exon"
"chrUn_gl000220_887324","chrUn_gl000220",887324,"noncoding"
"chrUn_gl000220_686465","chrUn_gl000220",686465,"exon"
"chrUn_gl000220_210272","chrUn_gl000220",210272,"exon"
"chrUn_gl000220_387709","chrUn_gl000220",387709,"exon"
"chrUn_gl000220_621389","chrUn_gl000220",621389,"noncoding"
"chrUn_gl000220_614921","chrUn_gl000220",614921,"noncoding"
"chrUn_gl000220_647859","chrUn_gl000220",647859,"noncoding"
"chrUn_gl000220_133909","chrUn_gl000220",133909,"exon"
"chrUn_gl000220_353959","chrUn_gl000220",353959,"noncoding"
"chrUn_gl000220_367123","chrUn_gl000220",367123,"intron"
"chrUn_gl000220_610452","chrUn_gl000220",610452,"exon"
"chrUn_gl000220_206549","chrUn_gl000220",206549,"intron"
"chrUn_gl000220_459060","chrUn_gl000220",459060,"intron"
"chrUn_gl000220_928078","chrUn_gl000220",928078,"intron"
"chrUn_gl000220_853932","chrUn_gl000220",853932,"intron"
"chrUn_gl000220_697855","chrUn_gl000220",697855,"noncoding"
"chrUn_gl000220_604969","chrUn_gl000220",604969,"exon"
"chrUn_gl000220_448363","chrUn_gl000220",448363,"noncoding"
"chrUn_gl000220_745217","chrUn_gl000220",745217,"exon"
"chrUn_gl000220_320752","chrUn_gl000220",320752,"noncoding"
"chrUn_gl000220_622644","chrUn_gl000220",622644,"noncoding"
"chrUn_gl000220_942793","chrUn_gl000220",942793,"intron"
"chrUn_gl000220_820013","chrUn_gl000220",820013,"noncoding"
"chrUn_gl000220_2187","chrUn_gl000220",2187,"exon"
"chrUn_gl000220_555343","chrUn_gl000220",555343,"intron"
"chrUn_gl000220_911322","chrUn_gl000220",911322,"intron"
"chrUn_gl000220_868866","chrUn_gl000220",868866,"exon"
"chrUn_gl000220_544931","chrUn_gl000220",544931,"intron"
"chrUn_gl000220_542234","chrUn_gl000220",542234,"exon"
"chrUn_gl000220_929661","chrUn_gl000220",929661,"noncoding"
"chrUn_gl000220_371919","chrUn_gl000220",371919,"intron"
"chrUn_gl000220_701948","chrUn_gl000220",701948,"noncoding"
"chrUn_gl000220_199407","chrUn_gl000220",199407,"noncoding"
"chrUn_gl000220_259680","chrUn_gl000220",259680,"intron"
"chrUn_gl000220_831171","chrUn_gl000220",831171,"noncoding"
"chrUn_gl000220_415812","chrUn_gl000220",415812,"noncoding"
"chrUn_gl000220_150501","chrUn_gl000220",150501,"noncoding"
"chrUn_gl000220_756505","chrUn_gl000220",756505,"exon"
"chrUn_gl000220_358113","chrUn_gl000220",358113,"noncoding"
"chrUn_gl000220_608892","chrUn_gl000220",608892,"exon"
"chrUn_gl000220_650556","chrUn_gl000220",650556,"noncoding"
"chrUn_gl000220_355715","chrUn_gl000220",355715,"exon"
"chrUn_gl000220_530558","chrUn_gl000220",530558,"noncoding"
"chrUn_gl000220_810161","chrUn_gl000220",810161,"exon"
"chrUn_gl000220_313456","chrUn_gl000220",313456,"noncoding"
"chrUn_gl000220_644499","chrUn_gl000220",644499,"intron"
"chrUn_gl000220_996511","chrUn_gl000220",996511,"noncoding"
"chrUn_gl000220_419172","chrUn_gl000220",419172,"noncoding"
"chrUn_gl000220_318123","chrUn_gl000220",318123,"intron"
"chrUn_gl000220_382910","chrUn_gl000220",382910,"noncoding"
"chrUn_gl000220_877495","chrUn_gl000220",877495,"exon"
"chrUn_gl000220_380304","chrUn_gl000220",380304,"intron"
"chrUn_gl000220_880871","chrUn_gl000220",880871,"intron"
"chrUn_gl000220_602736","chrUn_gl000220",602736,"exon"
"chrUn_gl000220_105429","chrUn_gl000220",105429,"intron"
"chrUn_gl000220_75589","chrUn_gl000220",75589,"noncoding"
"chrUn_gl000220_18526","chrUn_gl000220",18526,"intron"
"chrUn_gl000220_809584","chrUn_gl000220",809584,"exon"
"chrUn_gl000220_732746","chrUn_gl000220",732746,"exon"
"chrUn_gl000220_52405","chrUn_gl000220",52405,"intron"
"chrUn_gl000220_984837","chrUn_gl000220",984837,"exon"
"chrUn_gl000221_37397","chrUn_gl000221",37397,"exon"
"chrUn_gl000221_989799","chrUn_gl000221",989799,"intron"
"chrUn_gl000221_94743","chrUn_gl000221",94743,"intron"
"chrUn_gl000221_153964","chrUn_gl000221",153964,"intron"
"chrUn_gl000221_854214","chrUn_gl000221",854214,"exon"
"chrUn_gl000221_175706","chrUn_gl000221",175706,"exon"
"chrUn_gl000221_433234","chrUn_gl000221",433234,"exon"
"chrUn_gl000221_97980","chrUn_gl000221",97980,"exon"
"chrUn_gl000221_462806","chrUn_gl000221",462806,"exon"
"chrUn_gl000221_14962","chrUn_gl000221",14962,"intron"
"chrUn_gl000221_853825","chrUn_gl000221",853825,"noncoding"
"chrUn_gl000221_468872","chrUn_gl000221",468872,"noncoding"
"chrUn_gl000221_478047","chrUn_gl000221",478047,"intron"
"chrUn_gl000221_268042","chrUn_gl000221",268042,"exon"
"chrUn_gl000221_782701","chrUn_gl000221",782701,"noncoding"
"chrUn_gl000221_966022","chrUn_gl000221",966022,"noncoding"
"chrUn_gl000221_51038","chrUn_gl000221",51038,"intron"
"chrUn_gl000221_389387","chrUn_gl000221",389387,"intron"
"chrUn_gl000221_106529","chrUn_gl000221",106529,"noncoding"
"chrUn_gl000221_757426","chrUn_gl000221",757426,"intron"
"chrUn_gl000221_406270","chrUn_gl000221",406270,"exon"
"chrUn_gl000221_642813","chrUn_gl000221",642813,"noncoding"
"chrUn_gl000221_476194","chrUn_gl000221",476194,"noncoding"
"chrUn_gl000221_198316","chrUn_gl000221",198316,"exon"
"chrUn_gl000221_714160","chrUn_gl000221",714160,"exon"
"chrUn_gl000221_50839","chrUn_gl000221",50839,"exon"
"chrUn_gl000221_14763","chrUn_gl000221",14763,"noncoding"
"chrUn_gl000221_191278","chrUn_gl000221",191278,"noncoding"
"chrUn_gl000221_43412","chrUn_gl000221",43412,"intron"
"chrUn_gl000221_573035","chrUn_gl000221",573035,"noncoding"
"chrUn_gl000221_20871","chrUn_gl000221",20871,"noncoding"
"chrUn_gl000221_112338","chrUn_gl000221",112338,"exon"
"chrUn_gl000221_413493","chrUn_gl000221",413493,"noncoding"
"chrUn_gl000221_280059","chrUn_gl000221",280059,"noncoding"
"chrUn_gl000221_750709","chrUn_gl000221",750709,"intron"
"chrUn_gl000221_951078","chrUn_gl000221",951078,"noncoding"
"chrUn_gl000221_341076","chrUn_gl000221",341076,"exon"
"chrUn_gl000221_187077","chrUn_gl000221",187077,"intron"
"chrUn_gl000221_454281","chrUn_gl000221",454281,"noncoding"
"chrUn_gl000221_88974","chrUn_gl000221",88974,"noncoding"
"chrUn_gl000221_744869","chrUn_gl000221",744869,"exon"
"chrUn_gl000221_975144","chrUn_gl000221",975144,"exon"
"chrUn_gl000221_765841","chrUn_gl000221",765841,"intron"
"chrUn_gl000221_978719","chrUn_gl000221",978719,"exon"
"chrUn_gl000221_460390","chrUn_gl000221",460390,"exon"
"chrUn_gl000221_331098","chrUn_gl000221",331098,"noncoding"
"chrUn_gl000221_200596","chrUn_gl000221",200596,"noncoding"
"chrUn_gl000221_110396","chrUn_gl000221",110396,"exon"
"chrUn_gl000221_656322","chrUn_gl000221",656322,"intron"
"chrUn_gl000221_890444","chrUn_gl000221",890444,"noncoding"
"chrUn_gl000221_878634","chrUn_gl000221",878634,"intron"
"chrUn_gl000221_889664","chrUn_gl000221",889664,"noncoding"
"chrUn_gl000221_492576","chrUn_gl000221",492576,"intron"
"chrUn_gl000221_897234","chrUn_gl000221",897234,"exon"
"chrUn_gl000221_133219","chrUn_gl000221",133219,"exon"
"chrUn_gl000221_733312","chrUn_gl000221",733312,"exon"
"chrUn_gl000221_434609","chrUn_gl000221",434609,"exon"
"chrUn_gl000221_531029","chrUn_gl000221",531029,"noncoding"
"chrUn_gl000221_468612","chrUn_gl000221",468612,"exon"
"chrUn_gl000221_674707","chrUn_gl000221",674707,"exon"
"chrUn_gl000221_734782","chrUn_gl000221",734782,"exon"
"chrUn_gl000221_705948","chrUn_gl000221",705948,"exon"
"chrUn_gl000221_468855","chrUn_gl000221",468855,"exon"
"chrUn_gl000221_633074","chrUn_gl000221",633074,"noncoding"
"chrUn_gl000221_829852","chrUn_gl000221",829852,"intron"
"chrUn_gl000221_828226","chrUn_gl000221",828226,"exon"
"chrUn_gl000221_698969","chrUn_gl000221",698969,"noncoding"
"chrUn_gl000221_662524","chrUn_gl000221",662524,"noncoding"
"chrUn_gl000221_449230","chrUn_gl000221",449230,"exon"
"chrUn_gl000221_529272","chrUn_gl000221",529272,"noncoding"
"chrUn_gl000221_302126","chrUn_gl000221",302126,"intron"
"chrUn_gl000221_285810","chrUn_gl000221",285810,"noncoding"
"chrUn_gl000221_468859","chrUn_gl000221",468859,"noncoding"
"chrUn_gl000221_382499","chrUn_gl000221",382499,"intron"
"chrUn_gl000221_214059","chrUn_gl000221",214059,"intron"
"chrUn_gl000221_348035","chrUn_gl000221",348035,"intron"
"chrUn_gl000221_24257","chrUn_gl000221",24257,"intron"
"chrUn_gl000221_244502","chrUn_gl000221",244502,"intron"
"chrUn_gl000221_668061","chrUn_gl000221",668061,"intron"
"chrUn_gl000221_488818","chrUn_gl000221",488818,"noncoding"
"chrUn_gl000221_83857","chrUn_gl000221",83857,"noncoding"
"chrUn_gl000221_560756","chrUn_gl000221",560756,"noncoding"
"chrUn_gl000221_458453","chrUn_gl000221",458453,"noncoding"
"chrUn_gl000221_512791","chrUn_gl000221",512791,"exon"
"chrUn_gl000221_702030","chrUn_gl000221",702030,"exon"
"chrUn_gl000221_780732","chrUn_gl000221",780732,"exon"
"chrUn_gl000221_383898","chrUn_gl000221",383898,"noncoding"
"chrUn_gl000221_552959","chrUn_gl000221",552959,"intron"
"chrUn_gl000221_975224","chrUn_gl000221",975224,"noncoding"
"chrUn_gl000221_740996","chrUn_gl000221",740996,"noncoding"
"chrUn_gl000221_863867","chrUn_gl000221",863867,"intron"
"chrUn_gl000221_443324","chrUn_gl000221",443324,"exon"
"chrUn_gl000221_482312","chrUn_gl000221",482312,"noncoding"
"chrUn_gl000221_758545","chrUn_gl000221",758545,"exon"
"chrUn_gl000221_11609","chrUn_gl000221",11609,"noncoding"
"chrUn_gl000221_353099","chrUn_gl000221",353099,"exon"
"chrUn_gl000221_964843","chrUn_gl000221",964843,"exon"
"chrUn_gl000221_535288","chrUn_gl000221",535288,"exon"
"chrUn_gl000221_88925","chrUn_gl000221",88925,"exon"
"chrUn_gl000221_946250","chrUn_gl000221",946250,"noncoding"
"chrUn_gl000222_566046","chrUn_gl000222",566046,"exon"
"chrUn_gl000222_674897","chrUn_gl000222",674897,"exon"
"chrUn_gl000222_988875","chrUn_gl000222",988875,"noncoding"
"chrUn_gl000222_309482","chrUn_gl000222",309482,"noncoding"
"chrUn_gl000222_163394","chrUn_gl000222",163394,"noncoding"
"chrUn_gl000222_755485","chrUn_gl000222",755485,"exon"
"chrUn_gl000222_916782","chrUn_gl000222",916782,"exon"
"chrUn_gl000222_8180","chrUn_gl000222",8180,"exon"
"chrUn_gl000222_440651","chrUn_gl000222",440651,"noncoding"
"chrUn_gl000222_528090","chrUn_gl000222",528090,"exon"
"chrUn_gl000222_504754","chrUn_gl000222",504754,"intron"
"chrUn_gl000222_160953","chrUn_gl000222",160953,"noncoding"
"chrUn_gl000222_471132","chrUn_gl000222",471132,"noncoding"
"chrUn_gl000222_970902","chrUn_gl000222",970902,"exon"
"chrUn_gl000222_549325","chrUn_gl000222",549325,"intron"
"chrUn_gl000222_428056","chrUn_gl000222",428056,"noncoding"
"chrUn_gl000222_766575","chrUn_gl000222",766575,"exon"
"chrUn_gl000222_529509","chrUn_gl000222",529509,"noncoding"
"chrUn_gl000222_30545","chrUn_gl000222",30545,"exon"
"chrUn_gl000222_416327","chrUn_gl000222",416327,"exon"
"chrUn_gl000222_237870","chrUn_gl000222",237870,"noncoding"
"chrUn_gl000222_286225","chrUn_gl000222",286225,"noncoding"
"chrUn_gl000222_612020","chrUn_gl000222",612020,"exon"
"chrUn_gl000222_32655","chrUn_gl000222",32655,"intron"
"chrUn_gl000222_87671","chrUn_gl000222",87671,"noncoding"
"chrUn_gl000222_587838","chrUn_gl000222",587838,"noncoding"
"chrUn_gl000222_432889","chrUn_gl000222",432889,"intron"
"chrUn_gl000222_436921","chrUn_gl000222",436921,"intron"
"chrUn_gl000222_556255","chrUn_gl000222",556255,"noncoding"
"chrUn_gl000222_629218","chrUn_gl000222",629218,"noncoding"
"chrUn_gl000222_823780","chrUn_gl000222",823780,"exon"
"chrUn_gl000222_979679","chrUn_gl000222",979679,"noncoding"
"chrUn_gl000222_704791","chrUn_gl000222",704791,"intron"
"chrUn_gl000222_374713","chrUn_gl000222",374713,"noncoding"
"chrUn_gl000222_884572","chrUn_gl000222",884572,"noncoding"
"chrUn_gl000222_495230","chrUn_gl000222",495230,"exon"
"chrUn_gl000222_395742","chrUn_gl000222",395742,"intron"
"chrUn_gl000222_588311","chrUn_gl000222",588311,"intron"
"chrUn_gl000222_326652","chrUn_gl000222",326652,"exon"
"chrUn_gl000222_745774","chrUn_gl000222",745774,"exon"
"chrUn_gl000222_356014","chrUn_gl000222",356014,"exon"
"chrUn_gl000222_179254","chrUn_gl000222",179254,"exon"
"chrUn_gl000222_25834","chrUn_gl000222",25834,"intron"
"chrUn_gl000222_109669","chrUn_gl000222",109669,"intron"
"chrUn_gl000222_242953","chrUn_gl000222",242953,"noncoding"
"chrUn_gl000222_625265","chrUn_gl000222",625265,"exon"
"chrUn_gl000222_542185","chrUn_gl000222",542185,"noncoding"
"chrUn_gl000222_391199","chrUn_gl000222",391199,"exon"
"chrUn_gl000222_981385","chrUn_gl000222",981385,"intron"
"chrUn_gl000222_837650","chrUn_gl000222",837650,"noncoding"
"chrUn_gl000222_662477","chrUn_gl000222",662477,"intron"
"chrUn_gl000222_964728","chrUn_gl000222",964728,"noncoding"
"chrUn_gl000222_65398","chrUn_gl000222",65398,"noncoding"
"chrUn_gl000222_801158","chrUn_gl000222",801158,"exon"
"chrUn_gl000222_630650","chrUn_gl000222",630650,"exon"
"chrUn_gl000222_863288","chrUn_gl000222",863288,"exon"
"chrUn_gl000222_891735","chrUn_gl000222",891735,"noncoding"
"chrUn_gl000222_2921","chrUn_gl000222",2921,"noncoding"
"chrUn_gl000222_829326","chrUn_gl000222",829326,"noncoding"
"chrUn_gl000222_689959","chrUn_gl000222",689959,"noncoding"
"chrUn_gl000222_165667","chrUn_gl000222",165667,"intron"
"chrUn_gl000222_505010","chrUn_gl000222",505010,"intron"
"chrUn_gl000222_690098","chrUn_gl000222",690098,"intron"
"chrUn_gl000222_60782","chrUn_gl000222",60782,"exon"
"chrUn_gl000222_708625","chrUn_gl000222",708625,"intron"
"chrUn_gl000222_919374","chrUn_gl000222",919374,"exon"
"chrUn_gl000222_343258","chrUn_gl000222",343258,"noncoding"
"chrUn_gl000222_385730","chrUn_gl000222",385730,"intron"
"chrUn_gl000222_772562","chrUn_gl000222",772562,"exon"
"chrUn_gl000222_354887","chrUn_gl000222",354887,"exon"
"chrUn_gl000222_196781","chrUn_gl000222",196781,"intron"
"chrUn_gl000222_493203","chrUn_gl000222",493203,"exon"
"chrUn_gl000222_887198","chrUn_gl000222",887198,"exon"
"chrUn_gl000222_52318","chrUn_gl000222",52318,"exon"
"chrUn_gl000222_108746","chrUn_gl000222",108746,"intron"
"chrUn_gl000222_12030","chrUn_gl000222",12030,"exon"
"chrUn_gl000222_816854","chrUn_gl000222",816854,"exon"
"chrUn_gl000222_961751","chrUn_gl000222",961751,"exon"
"chrUn_gl000222_366867","chrUn_gl000222",366867,"exon"
"chrUn_gl000222_367250","chrUn_gl000222",367250,"exon"
"chrUn_gl000222_784973","chrUn_gl000222",784973,"intron"
"chrUn_gl000222_271767","chrUn_gl000222",271767,"exon"
"chrUn_gl000222_336022","chrUn_gl000222",336022,"noncoding"
"chrUn_gl000222_291037","chrUn_gl000222",291037,"intron"
"chrUn_gl000222_167171","chrUn_gl000222",167171,"noncoding"
"chrUn_gl000222_418821","chrUn_gl000222",418821,"noncoding"
"chrUn_gl000222_34475","chrUn_gl000222",34475,"exon"
"chrUn_gl000222_445883","chrUn_gl000222",445883,"noncoding"
"chrUn_gl000222_831991","chrUn_gl000222",831991,"exon"
"chrUn_gl000222_628436","chrUn_gl000222",628436,"exon"
"chrUn_gl000222_495695","chrUn_gl000222",495695,"noncoding"
"chrUn_gl000222_23026","chrUn_gl000222",23026,"noncoding"
"chrUn_gl000222_811382","chrUn_gl000222",811382,"noncoding"
"chrUn_gl000222_782535","chrUn_gl000222",782535,"intron"
"chrUn_gl000222_653999","chrUn_gl000222",653999,"exon"
"chrUn_gl000222_900385","chrUn_gl000222",900385,"noncoding"
"chrUn_gl000222_11964","chrUn_gl000222",11964,"exon"
"chrUn_gl000222_743671","chrUn_gl000222",743671,"exon"
"chrUn_gl000222_218971","chrUn_gl000222",218971,"intron"
"chrUn_gl000222_908143","chrUn_gl000222",908143,"intron"
"chrUn_gl000223_439746","chrUn_gl000223",439746,"noncoding"
"chrUn_gl000223_976167","chrUn_gl000223",976167,"exon"
"chrUn_gl000223_730246","chrUn_gl000223",730246,"noncoding"
"chrUn_gl000223_866086","chrUn_gl000223",866086,"intron"
"chrUn_gl000223_655976","chrUn_gl000223",655976,"intron"
"chrUn_gl000223_601204","chrUn_gl000223",601204,"exon"
"chrUn_gl000223_811330","chrUn_gl000223",811330,"noncoding"
"chrUn_gl000223_20580","chrUn_gl000223",20580,"noncoding"
"chrUn_gl000223_137229","chrUn_gl000223",137229,"intron"
"chrUn_gl000223_952443","chrUn_gl000223",952443,"exon"
"chrUn_gl000223_360130","chrUn_gl000223",360130,"intron"
"chrUn_gl000223_568628","chrUn_gl000223",568628,"intron"
"chrUn_gl000223_838740","chrUn_gl000223",838740,"intron"
"chrUn_gl000223_540297","chrUn_gl000223",540297,"exon"
"chrUn_gl000223_142511","chrUn_gl000223",142511,"intron"
"chrUn_gl000223_41259","chrUn_gl000223",41259,"noncoding"
"chrUn_gl000223_887297","chrUn_gl000223",887297,"intron"
"chrUn_gl000223_26276","chrUn_gl000223",26276,"noncoding"
"chrUn_gl000223_182337","chrUn_gl000223",182337,"noncoding"
"chrUn_gl000223_296130","chrUn_gl000223",296130,"noncoding"
"chrUn_gl000223_721828","chrUn_gl000223",721828,"exon"
"chrUn_gl000223_621404","chrUn_gl000223",621404,"noncoding"
"chrUn_gl000223_230168","chrUn_gl000223",230168,"intron"
"chrUn_gl000223_737018","chrUn_gl000223",737018,"exon"
"chrUn_gl000223_368954","chrUn_gl000223",368954,"exon"
"chrUn_gl000223_12","chrUn_gl000223",12,"exon"
"chrUn_gl000223_737033","chrUn_gl000223",737033,"exon"
"chrUn_gl000223_263569","chrUn_gl000223",263569,"exon"
"chrUn_gl000223_6419","chrUn_gl000223",6419,"noncoding"
"chrUn_gl000223_982869","chrUn_gl000223",982869,"exon"
"chrUn_gl000223_257373","chrUn_gl000223",257373,"exon"
"chrUn_gl000223_937540","chrUn_gl000223",937540,"noncoding"
"chrUn_gl000223_908566","chrUn_gl000223",908566,"intron"
"chrUn_gl000223_341073","chrUn_gl000223",341073,"intron"
"chrUn_gl000223_814822","chrUn_gl000223",814822,"noncoding"
"chrUn_gl000223_660858","chrUn_gl000223",660858,"noncoding"
"chrUn_gl000223_660342","chrUn_gl000223",660342,"exon"
"chrUn_gl000223_614172","chrUn_gl000223",614172,"noncoding"
"chrUn_gl000223_244959","chrUn_gl000223",244959,"noncoding"
"chrUn_gl000223_771315","chrUn_gl000223",771315,"intron"
"chrUn_gl000223_352051","chrUn_gl000223",352051,"noncoding"
"chrUn_gl000223_777905","chrUn_gl000223",777905,"exon"
"chrUn_gl000223_112703","chrUn_gl000223",112703,"exon"
"chrUn_gl000223_545852","chrUn_gl000223",545852,"exon"
"chrUn_gl000223_936975","chrUn_gl000223",936975,"intron"
"chrUn_gl000223_883179","chrUn_gl000223",883179,"exon"
"chrUn_gl000223_624444","chrUn_gl000223",624444,"exon"
"chrUn_gl000223_384579","chrUn_gl000223",384579,"noncoding"
"chrUn_gl000223_99441","chrUn_gl000223",99441,"noncoding"
"chrUn_gl000223_509175","chrUn_gl000223",509175,"exon"
"chrUn_gl000223_232219","chrUn_gl000223",232219,"noncoding"
"chrUn_gl000223_337572","chrUn_gl000223",337572,"intron"
"chrUn_gl000223_818428","chrUn_gl000223",818428,"noncoding"
"chrUn_gl000223_956595","chrUn_gl000223",956595,"noncoding"
"chrUn_gl000223_371336","chrUn_gl000223",371336,"noncoding"
